VideoID,AudioID,Link,Search term,Contextual description,Disgust stimulus,Elicitor category,Elicitor category; 1moral,Disgust category,Noise level,Gender,Age,Linguistic group,Confidence in disgust category,Experience valence,Intensity of expression,Main sense,Vocalisation type,Sound structure,Nationality,Notes,file,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
v_ca_014_03,a_ca_014_03,https://www.youtube.com/watch?v=RRGFwu9B0pc,karen,Reacts to Karen TikTok,woman hit people,rule violations,rule violations,moral disgust,1,female,4,1,3,negative,1,Sight,Nonverbal vocalisation,yelling,US,,a_ca_014_03,49.594883,0.1501759,43.069794,52.851997,53.099983,10.0301895,56.072727,37.42365,217.28162,133.6914,3.038314,0.13850276,2.7170703,3.0118382,3.3113918,0.5943215,12.382749,8.476485,1.1610998,8.898408,2.5393832,0.80902135,1.2532007,10.514171,-21.314255,-0.39034095,-22.488731,-0.73826253,-23.232601,-0.8716277,0.048783448,2.1697397,1.03744,1.080559,13.148083,0.61271024,33.80073,0.63154906,19.918325,0.4398559,908.5738,0.30581596,1046.8027,0.28807577,24.774126,1.7933885,1912.6443,0.15695098,711.97656,0.41098103,-0.17438371,-218.92961,3020.9434,0.09465172,392.0334,0.56218296,-2.5071528,-15.2203045,12.223722,1.6986617,19.41832,0.40876564,0.0671953,0.6273236,0.0023800428,10.254243,2.591537,0.8013773,1.5970894,8.435154,-21.163164,-0.4095006,-23.099007,-0.7122264,-24.009691,-0.8473138,2.6390364,0.9722402,0.11498052,-0.006184126,2.1997077,5.825243,2.0618558,0.45999998,0.35999998,0.02,0.0,-12.658253
v_ca_014_04,a_ca_014_04,https://www.youtube.com/watch?v=RRGFwu9B0pc,karen,Reacts to Karen TikTok,man hit other people,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Interjection,oh,US,,a_ca_014_04,40.38586,0.15939339,33.180046,43.641167,45.55553,12.375484,141.43033,56.01452,158.93178,53.263393,3.1343434,0.23564506,2.4358125,3.3442795,3.7074084,1.271596,15.063383,10.19976,-2.2861047,12.534221,3.0735905,0.32046214,9.980835,0.53311306,-38.318035,-0.26053816,-21.831268,-0.27610412,-39.484688,-0.44379562,0.06633168,0.89332813,1.6677574,0.39364156,-0.75215715,-5.430138,-8.003099,-1.4596486,0.6354669,25.096416,1027.2694,0.16140433,1029.7368,0.10812315,26.677183,0.7245736,2157.9036,0.10399501,776.0155,0.47727403,8.538185,1.9656225,3023.387,0.059719186,886.1159,0.31603962,11.927563,1.6151942,1.2120805,4.920424,13.1409445,0.3644486,0.06908628,0.30828527,0.0033436306,5.2722993,3.0475445,0.31011635,10.227695,0.5245757,-39.44764,-0.24039865,-21.168217,-0.25603276,-38.796413,-0.46472204,-3.3343723,13.1296625,0.051773757,-0.025676519,1.8754332,4.854369,1.0526316,0.94,0.0,0.0,0.0,-16.04006
v_ca_015_01,a_ca_015_01,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman were being rude,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,US,,a_ca_015_01,44.471264,0.24823487,34.47186,46.35308,53.286495,18.814636,750.59143,647.7993,228.01172,300.7277,1.9892334,0.5338709,0.99583864,1.919245,2.678246,1.6824074,34.627403,24.054153,19.983006,13.570873,3.028441,0.59003216,17.271513,0.536283,-5.7746015,-2.3777947,-2.8302224,-4.8530207,15.145382,0.800705,0.092518255,1.0182323,1.8785285,0.65209186,2.760243,1.3658459,6.1827054,2.1583598,11.322797,0.99396086,542.71497,0.33170062,1042.7374,0.23428817,-158.48853,-0.46692353,1483.1953,0.14421667,918.12494,0.24143054,-113.165726,-0.7974326,2521.402,0.13411635,755.9851,0.32872978,-111.60852,-0.76745063,-6.114743,-1.4959875,20.27304,0.29396266,-0.063210145,-0.49343926,-0.0022152415,-5.753253,3.447027,0.5293523,16.53588,0.375043,-10.054354,-1.666326,-6.0065856,-2.609737,14.326644,1.0503212,-10.542466,24.688286,-0.08133261,-0.0049465057,2.6326547,4.605263,5.4421773,0.0775,0.05868347,0.09714285,0.060169827,-17.300055
v_ca_015_02,a_ca_015_02,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,aggressive woman approach the car,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,US,,a_ca_015_02,43.523746,0.19005372,38.560417,42.44797,50.288765,11.728348,243.23805,115.686966,78.0928,15.457954,4.023812,0.25779626,3.6033301,4.231908,4.8146753,1.2113452,32.81106,18.93393,28.059343,12.830997,5.011055,0.44212094,11.223539,0.68835014,-15.248897,-0.80652094,-17.790886,-0.4584887,-15.203307,-1.0047284,0.052548338,0.81377506,1.8664645,0.6363801,1.8071163,2.2000127,0.21863386,50.9427,11.771873,1.0737231,602.8345,0.41872615,984.3387,0.19194974,-107.43744,-0.90836227,1576.1945,0.25877228,824.88983,0.34495172,-80.126114,-1.1289247,2716.094,0.12420531,600.4912,0.62800974,-81.22133,-1.0335977,-3.509981,-1.0878744,16.967516,0.27192938,-0.023179037,-1.4968259,-0.0023345398,-6.1045666,5.7976923,0.28499103,11.31349,0.6789352,-14.59271,-0.80136716,-20.002213,-0.3857162,-21.803427,-0.6731815,-3.2453105,16.847965,-0.042008683,-0.0052654706,4.3618383,7.236842,5.555556,0.10285714,0.051745057,0.076,0.047999997,-11.388161
v_ca_015_03,a_ca_015_03,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman is lying,lying,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,US,,a_ca_015_03,53.906525,0.12914526,55.448803,56.0464,57.339146,1.8903427,34.30527,0.0,57.005512,0.0,4.2821026,0.38712376,3.3400502,4.111561,5.544338,2.204288,86.92085,45.960976,40.477562,22.785753,9.264409,0.39982843,11.44873,0.52127147,-8.689018,-1.2164465,-3.5604117,-4.512262,19.688633,0.6264523,0.04391106,0.48401737,1.3360205,0.49885082,6.4494076,0.26523298,21.63446,0.2701557,21.240658,0.31546363,600.5271,0.31445083,1081.0835,0.19866121,-171.83138,-0.3948813,1470.813,0.16889061,964.7205,0.17900966,-112.46256,-0.80339867,2499.4382,0.10604901,796.02264,0.27953038,-112.4998,-0.74482524,-2.377669,-2.6703503,20.661692,0.21338832,-0.09983594,-0.38965863,0.010914503,1.2310448,10.370208,0.37170327,11.056364,0.54314977,-14.586389,-0.52214146,-6.107622,-2.6355245,17.647459,0.9167574,-8.681813,24.594717,-0.10658514,-0.0010227989,8.126949,3.8834953,5.1546392,0.08399999,0.054626003,0.11,0.11113055,-9.331835
v_ca_015_04,a_ca_015_04,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman is lying,lying,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,US,,a_ca_015_04,47.998447,0.17451298,40.294273,44.546722,58.181732,17.887459,891.351,927.03815,110.45658,14.804914,3.0642126,0.46341717,1.7472057,2.9771178,4.201637,2.454431,66.21641,28.302675,21.247879,15.741763,3.8342917,0.49643964,13.3232565,0.5498216,-26.97094,-0.5880718,-10.322181,-0.74940425,9.970369,1.4965146,0.061464828,0.83369595,1.8064952,0.4668619,0.8914541,7.264427,2.096012,7.2860813,3.907596,3.4592397,629.8985,0.37658465,898.60156,0.17420356,-123.19661,-0.7353144,1582.1274,0.19646081,878.1942,0.22027844,-78.24725,-1.1760491,2557.581,0.11884067,966.5894,0.85475665,-76.80888,-1.119282,-0.32799378,-17.995422,15.619846,0.38121936,-0.05953766,-0.88637763,0.011354432,1.1616881,4.1843014,0.43014196,11.441398,0.66143495,-27.192356,-0.5833201,-13.236832,-0.6004425,8.555425,2.0411181,-0.44574428,16.663763,-0.071123846,0.01050916,3.1917293,7.7669907,6.25,0.085,0.056199048,0.06,0.04289522,-15.907211
v_ca_015_05,a_ca_015_05,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman is blaming people who don't wear masks even she doensn't too,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,US,,a_ca_015_05,30.071184,0.22030954,21.820019,33.95417,35.798145,13.978127,291.88483,130.68465,41.147522,21.691473,2.1250486,0.56114423,0.87696415,1.7878065,3.539432,2.662468,35.87005,22.703981,14.14228,11.118049,2.5115407,0.47396505,22.668652,0.44051287,4.234278,1.6393005,4.056346,2.0771463,-2.4074583,-11.70501,0.0822483,1.9994849,2.0535674,1.0460004,2.645191,2.6232576,4.1640234,1.4226471,18.369545,0.42839274,597.40063,0.38500267,1220.2163,0.19487774,-91.719406,-1.0324868,1623.6504,0.22307816,870.2903,0.29301953,-88.48773,-0.9792259,2698.9832,0.1467307,639.0583,0.41391203,-92.201935,-0.9118791,-14.703642,-0.3190383,21.292553,0.29263923,-0.01972486,-2.0290544,-0.027427515,-0.65250266,2.8438787,0.44299403,26.042377,0.26245677,2.83339,2.6637435,2.9299967,2.6623907,-14.182437,-1.870129,-15.08643,26.433216,-0.09225497,-0.011731587,2.001755,3.8834953,3.0927837,0.18666665,0.094633795,0.11666667,0.10873004,-15.95628
v_ca_015_06,a_ca_015_06,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman is being rude,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Interjection,ew,US,,a_ca_015_06,34.022423,0.26797152,23.975815,37.621567,42.70723,18.731415,254.79152,0.0,2.0721664,30.548944,2.6094959,0.62462354,0.69147587,2.2372289,4.5054326,3.8139567,12.306641,20.15597,8.40977,2.799707,2.9872005,0.39455873,24.967167,0.38316378,-0.3593676,-30.550999,5.782158,2.4942927,-0.11019321,-211.2922,0.021652834,1.720012,0.8219931,0.69847065,5.342315,1.1168383,6.0196013,1.058516,16.109524,0.48833692,534.1463,0.3850641,1248.0398,0.16281068,-86.69091,-1.0435368,1493.014,0.21235132,921.8848,0.3950499,-64.22932,-1.3093089,2528.8389,0.1427154,740.82245,0.72493994,-69.059494,-1.1742067,-9.478692,-0.6472116,16.314285,0.4048447,-0.037596334,-0.8942234,-0.017458607,-0.69234437,3.0846105,0.30383125,25.844177,0.43346974,-5.059092,-1.7262988,4.2024484,3.5028489,-5.8937697,-4.2713184,-26.586554,37.215992,-0.112204626,-0.010291416,2.2816374,2.9126215,2.0833335,0.33499998,0.105,0.26,0.0,-15.309237
v_ca_015_07,a_ca_015_07,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman ring the door aggressively,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Interjection,oh,US,,a_ca_015_07,34.80844,0.11415111,34.238674,36.038387,37.323277,3.0846024,85.19176,54.78473,68.73028,33.557068,2.81098,0.58711034,0.9296831,3.288922,4.4761305,3.5464473,13.784133,0.7564831,-10.323,12.705682,2.2309902,0.46967775,27.808683,0.2502399,-6.5558467,-1.4714062,-0.3443578,-27.146114,-21.527216,-1.2303348,0.020454317,1.7205894,1.165253,0.631524,6.9364667,0.63573724,1.7860569,6.4294295,14.908306,0.56873643,639.67316,0.34804565,1144.736,0.21841332,-35.73663,-2.1838858,1729.7496,0.23927283,815.2037,0.49696052,-41.04465,-1.6879803,2678.365,0.13932195,813.3578,0.24609058,-41.70277,-1.6574659,-12.911014,-0.36033654,19.510847,0.29027715,0.008431283,6.9481034,-0.035757713,-0.52493876,2.4782076,0.41959196,27.086878,0.24108103,-7.418958,-1.3117695,-1.1352682,-7.6516395,-30.088287,-0.7687748,-23.375286,40.08023,-0.120135725,-0.01885284,1.2109102,1.9417477,2.0618558,0.39499998,0.36499998,0.14999999,0.0,-13.071032
v_ca_015_08,a_ca_015_08,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,man is talking nonsense thing,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,US,,a_ca_015_08,40.995895,0.27413297,26.82435,43.954056,51.61377,24.78942,427.50226,419.944,204.88272,92.206314,2.1377861,0.678136,0.73193693,1.7739305,3.873263,3.141326,53.123875,28.227951,15.820168,11.568496,2.7604852,0.6457858,15.736373,0.6282396,-14.588336,-1.3541117,5.7329426,2.3204439,16.902905,0.69690984,0.094977856,0.97992015,2.1127553,0.4037529,-1.9197599,-1.696371,-0.3259778,-38.602142,1.9874953,7.7526026,577.99854,0.3561604,886.967,0.30195755,-134.10986,-0.63760656,1528.6398,0.12135722,1073.2698,0.2770915,-89.05474,-1.0897654,2490.703,0.10058306,881.167,0.20576292,-93.41331,-0.99977374,-1.2908568,-10.151436,16.884993,0.64797133,-0.07287448,-0.42405996,0.016762398,1.2641526,3.5344582,0.5441439,14.507446,0.75292677,-23.184944,-0.865666,7.1950274,1.9502242,17.141415,0.8322201,-8.742025,23.043705,-0.0774181,0.007579424,1.9775211,6.796117,5.1546392,0.094,0.067999996,0.08,0.07042726,-18.625631
v_ca_015_09,a_ca_015_09,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,rude people pretend to leave,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Interjection,oh,US,,a_ca_015_09,31.55023,0.10599985,28.813915,31.896088,34.768887,5.9549713,-24.447931,0.0,13.304988,0.0,1.7507643,0.37495255,1.2093483,1.5495085,2.3838613,1.174513,19.821562,15.004341,3.2239497,0.0,1.7137829,0.32164845,25.557592,0.26180187,15.52955,0.61903954,11.788622,0.4813407,-9.429155,-1.0485178,0.01182772,0.58937144,0.6490029,0.447669,8.541963,0.3335704,2.507265,2.9245756,17.75348,0.34245968,688.50836,0.35844702,1156.5693,0.18247497,-39.64737,-1.4545276,1820.906,0.265289,585.8842,0.49227333,-43.984406,-1.1133487,2950.571,0.13777657,350.48618,0.2528893,-47.87025,-0.9917338,-21.097713,-0.24902953,27.685432,0.17807698,-0.07490968,-0.55697155,-0.026963674,-0.43468693,1.7669892,0.37375984,26.865023,0.22890012,18.467781,0.35506392,12.404135,0.4667817,-11.431608,-0.7889744,-10.890146,21.607296,-0.083139814,-0.0040009078,1.6378996,0.97087383,1.0204082,0.88,0.0,0.08,0.0,-16.48132
v_ca_015_10,a_ca_015_10,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman hit the door,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Interjection,oh,US,,a_ca_015_10,38.384007,0.17091747,32.585686,40.607716,43.853134,11.267448,85.84191,32.228165,373.15347,420.14288,3.1244378,0.33639854,2.2918034,2.8484666,4.5197015,2.2278981,15.286305,4.902819,-13.3992815,16.905397,3.30194,0.4292931,19.346344,0.39699024,0.57762504,18.668762,-3.121512,-4.2550673,-17.777647,-1.250225,0.03905609,1.5292513,1.1853602,0.5523545,5.460823,0.7980005,7.861862,1.5322956,16.757408,0.3689297,622.8369,0.30955705,1147.1696,0.18183291,-20.79727,-2.769807,1783.6808,0.24469027,782.40875,0.65172166,-30.24691,-1.5160768,2764.9478,0.13579893,993.7775,0.3201939,-27.539732,-1.6775125,-12.15695,-0.41256967,17.665115,0.26347497,-0.0129655255,-4.434029,-0.037669234,-0.5222722,3.3719232,0.428084,18.856766,0.42856953,1.5975381,6.94146,-4.8561525,-2.5563889,-21.515444,-0.99231344,-10.695191,19.630333,-0.059129894,-0.01700626,2.449955,2.9126215,3.0927837,0.28666666,0.21483845,0.03,0.01,-13.181637
v_ca_015_11,a_ca_015_11,https://www.youtube.com/watch?v=m9VssxFzO2Q,karen,Reacts to Karen TikTok,woman lick the door,rule violations,rule violations,moral disgust,1,male,4,1,3,negative,1,Sight,Interjection,oh,US,,a_ca_015_11,53.274345,0.1355673,45.83875,56.898937,60.385323,14.546574,85.71455,45.418022,51.961422,23.491968,4.62108,0.3955829,2.4663815,4.851791,6.470523,4.0041413,16.838587,4.394596,-80.11337,73.314255,5.9934607,0.49145785,7.478946,1.3640797,-26.840282,-0.53658724,-16.534567,-0.69763696,-11.442746,-1.1836009,0.05568092,1.1972412,1.4013014,0.50016755,7.4276247,0.48004732,12.626056,0.7226022,13.935892,0.35122457,872.6484,0.38626483,898.8117,0.19041148,-25.261839,-1.7031376,1875.411,0.21773036,965.78064,0.26379278,-19.693792,-1.0355539,2788.475,0.16967286,776.6781,0.30193278,-23.32722,-0.75294673,-8.248585,-0.6102064,19.638031,0.2891628,-0.035249658,-1.0087633,-0.00089126447,-17.216251,5.6632347,0.46315297,8.436776,1.2281194,-25.768768,-0.53838086,-16.302269,-0.7382881,-13.357548,-0.9672885,-2.513463,8.030457,-0.007521637,0.0061056796,0.0,1.9417477,1.0638298,0.91999996,0.0,0.0,0.0,-9.144635
v_ca_016_01,a_ca_016_01,https://www.youtube.com/watch?v=_FuLwE6qlZg,karen,Reacts to Karen TikTok,woman seats on someone else's car,rule violations,rule violations,moral disgust,1,female,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,Canada,,a_ca_016_01,51.97454,0.20928581,53.26625,55.526554,56.79255,3.5262985,517.1181,0.0,5.8807144,0.0,1.7718627,0.5986609,0.64453304,1.7618663,2.8255394,2.1810064,22.407297,11.446074,-2.0619614,8.38161,1.0325906,0.8206178,0.41274112,25.205105,-6.897774,-1.6566617,2.218006,5.5379663,-12.810112,-0.69565576,0.043368723,0.36998808,1.4851398,0.20620827,-0.074601464,-32.829605,9.213535,0.80109906,8.906613,0.75572455,966.8198,0.31691772,837.4065,0.23452245,-117.65994,-0.80503947,2128.0881,0.20186651,534.5042,0.673921,-100.35406,-0.8743631,3153.0222,0.12229287,667.0742,0.29019853,-97.837074,-0.8947824,1.0136733,7.1911497,7.7975373,1.0784755,-0.004120157,-4.389677,-0.0012696629,-6.511224,1.161145,0.4619604,0.3930691,25.936121,-11.85804,-0.90720826,-5.5124207,-1.6842428,-17.569613,-0.4344916,3.0186403,2.773571,-0.011165197,-0.0042813583,0.9844276,2.6785715,2.8037386,0.19,0.19949937,0.14666666,0.11614167,-24.713081
v_ca_016_02,a_ca_016_02,https://www.youtube.com/watch?v=_FuLwE6qlZg,karen,Reacts to Karen TikTok,woman is lying,lying,rule violations,moral disgust,1,female,4,1,3,negative,1,Sight,Nonverbal vocalisation,laughter,Canada,,a_ca_016_02,47.228493,0.14901994,42.841896,44.39779,56.31756,13.475662,236.41533,246.499,139.22737,92.37233,3.3210838,0.61575365,1.1210839,3.8066819,5.5918503,4.4707665,35.838768,4.8149447,10.073493,2.6730902,2.3587255,0.70151705,0.10329609,76.09124,-25.362844,-0.4539575,-14.742957,-0.8818608,-15.011634,-0.8268324,0.07189735,1.0720422,1.3802178,0.62021524,0.6330705,5.745747,-2.3339868,-7.9754777,2.5262637,3.9609866,951.2211,0.38784426,797.23096,0.2227012,-26.012348,-3.0137672,2088.8882,0.19716722,620.6083,0.4329272,-22.152107,-2.4316692,3023.1423,0.10615199,573.5049,0.31108415,-22.054358,-2.4160373,4.329262,1.4479115,11.233315,0.2796373,0.083256595,0.22640395,0.013043462,1.0596616,2.3095286,0.62000835,-1.4927107,-4.420803,-23.87776,-0.3410863,-17.419594,-0.6476196,-17.777302,-0.61650324,1.6271572,11.846766,0.035181407,0.0016511279,0.8373073,1.7857143,3.809524,0.225,0.34932074,0.06,0.0,-16.344156
v_ca_016_03,a_ca_016_03,https://www.youtube.com/watch?v=_FuLwE6qlZg,karen,Reacts to Karen TikTok,woman hit the car window,rule violations,rule violations,moral disgust,1,female,4,1,3,negative,1,Sight,Interjection,oh,Canada,,a_ca_016_03,35.71807,0.22611389,29.542227,31.996494,46.466892,16.924665,122.30036,79.92256,79.85079,59.664204,1.5265745,0.51998836,0.9694545,1.415893,1.7506144,0.7811599,6.9299726,5.088917,13.71507,7.5800996,1.081237,0.82556343,24.773918,0.37584037,-6.992474,-1.670933,2.8463643,5.157394,-13.269204,-1.1949546,0.038830973,1.6805526,1.0058477,0.5620871,5.0656443,1.1533135,8.317797,1.0320525,15.688933,0.60387295,687.1988,0.31684166,1209.7397,0.138652,-21.216621,-2.0178916,1709.805,0.22394575,972.6299,0.42562082,-25.829906,-1.5027874,2675.3503,0.14596893,882.1619,0.60265845,-31.18324,-1.176302,-8.514222,-0.9757794,18.898542,0.47715753,0.0049125454,10.773651,-0.011223024,-1.2231234,1.1487616,0.7966297,26.03703,0.34378985,-7.58532,-1.5769495,1.8760673,7.9562936,-14.383939,-1.0723543,-11.099707,13.911516,-0.02096607,-0.017122513,0.67786276,2.9126215,2.0408163,0.45,0.17999999,0.0,0.0,-18.822926
v_ca_016_04,a_ca_016_04,https://www.youtube.com/watch?v=_FuLwE6qlZg,karen,Reacts to Karen TikTok,woman is yelling,rule violations,rule violations,moral disgust,1,female,4,1,3,negative,1,Sight,Interjection,oh,Canada,,a_ca_016_04,35.80611,0.048352983,34.80906,35.51066,35.945732,1.136673,21.448454,0.0,0.38690186,13.961259,2.0846748,0.7379993,0.5366291,1.8419555,4.020451,3.4838219,28.31895,10.701424,-0.954978,12.2551985,1.4191647,0.8824452,21.221827,0.42945924,-4.397581,-2.5796578,-2.2661755,-6.9389615,-15.984997,-1.4143331,0.014478014,1.5450451,0.8968686,0.9178198,8.449958,0.5068992,3.0369742,1.7407564,16.488024,0.469359,530.46686,0.49294522,1211.6127,0.18401536,-89.93911,-1.0427853,1422.9725,0.23190811,888.79663,0.13569568,-62.527126,-1.3979908,2615.6353,0.06951233,671.74457,0.7871203,-72.225624,-1.1197587,-2.889636,-2.3156872,17.238493,0.43635625,0.10549755,0.35627562,-0.00970485,-1.679571,1.8010056,0.70835066,22.198269,0.47696283,-5.698049,-1.5297917,-6.849997,-2.3525784,-26.452597,-0.5635117,-11.510051,26.617891,-0.07175559,0.013033978,0.37423342,3.8834953,3.2258065,0.20666665,0.22291006,0.13,0.11,-16.330866
v_ca_016_05,a_ca_016_05,https://www.youtube.com/watch?v=_FuLwE6qlZg,karen,Reacts to Karen TikTok,woman puts finger on someone's face,rule violations,rule violations,moral disgust,1,female,4,1,3,negative,1,Sight,Interjection,oh,Canada,,a_ca_016_05,26.195835,0.2927888,19.438776,23.490068,34.285816,14.84704,190.96518,36.78057,3.313512,41.683025,1.197228,0.49618065,0.55531704,1.0606718,2.0105765,1.4552594,15.504212,5.9902277,11.2135515,4.565328,0.9099218,0.5386968,28.028,0.41745406,11.080605,0.80109084,10.186364,1.094302,5.582582,2.1146786,0.066297136,1.8115618,1.0465395,0.8535154,4.2661204,1.5864079,16.585754,1.4256208,26.315914,0.8363722,580.13446,0.42683515,1301.331,0.1264714,-38.914833,-1.7220477,1592.2388,0.22153078,889.02625,0.20602171,-48.209652,-1.2095339,2685.6174,0.14912738,898.991,0.4422575,-53.073845,-1.0638018,-19.693518,-0.2702274,28.358454,0.29940462,-0.0022142516,-25.20771,-0.015255337,-0.6171418,0.9250688,0.60467845,32.142548,0.21242434,8.280839,0.61792195,13.0607815,0.7389073,2.7417824,3.9989717,-15.376106,24.111507,-0.07052765,-0.012049026,0.75415426,3.6585367,2.5974026,0.32,0.26,0.044999998,0.024999999,-17.561867
v_ca_016_06,a_ca_016_06,https://www.youtube.com/watch?v=_FuLwE6qlZg,karen,Reacts to Karen TikTok,woman is being rude to a teenager,rule violations,rule violations,moral disgust,1,female,4,1,3,negative,1,Sight,Interjection,oh,Canada,,a_ca_016_06,44.636784,0.15488926,36.102966,46.03682,50.664288,14.561321,210.40395,222.07576,68.749596,15.952696,2.7695875,0.4431848,1.6642737,2.678826,3.962006,2.2977324,29.112993,12.878869,10.956146,10.062512,3.5329764,0.77752954,8.496333,1.1695591,-28.808811,-0.64505726,-11.060022,-1.2107166,-19.22883,-0.5173965,0.08141626,1.4998814,1.7154874,0.53670514,1.3334968,4.2049375,-6.3014627,-2.7468898,2.3304935,4.5797186,797.89215,0.4705877,863.11194,0.2751287,-44.042503,-1.7734058,1824.3616,0.22006838,923.82684,0.27091968,-31.30889,-2.2541578,2821.3013,0.11214794,896.4873,0.34236813,-40.140755,-1.6260471,7.2164607,1.4815434,17.177065,0.5786081,0.102281675,0.16331702,0.014289432,2.3806307,4.106308,0.66300815,9.278871,0.99934083,-32.563927,-0.45347267,-12.893761,-1.0510982,-20.130358,-0.5025211,1.0477158,4.809946,0.108816884,-0.0074123056,0.7237912,5.825243,3.125,0.26,0.16872066,0.065,0.005,-14.368485
